code,term,dmd,type
321533000,Thioridazine 100mg tablets,321533000,VMP
321534006,Thioridazine 25mg/5ml oral suspension,321534006,VMP
321535007,Thioridazine 100mg/5ml oral suspension,321535007,VMP
321536008,Thioridazine 25mg/5ml oral solution,321536008,VMP
321573006,Clozapine 25mg tablets,321573006,VMP
321574000,Clozapine 100mg tablets,321574000,VMP
321589009,Risperidone 1mg tablets,321589009,VMP
321590000,Risperidone 2mg tablets,321590000,VMP
321591001,Risperidone 3mg tablets,321591001,VMP
321592008,Risperidone 4mg tablets,321592008,VMP
321597002,Risperidone 1mg/ml oral solution sugar free,321597002,VMP
321599004,Risperidone 6mg tablets,321599004,VMP
321602009,Risperidone 500microgram tablets,321602009,VMP
321612002,Olanzapine 5mg tablets,321612002,VMP
321613007,Olanzapine 7.5mg tablets,321613007,VMP
321614001,Olanzapine 10mg tablets,321614001,VMP
321618003,Olanzapine 2.5mg tablets,321618003,VMP
321622008,Olanzapine 5mg oral lyophilisates sugar free,321622008,VMP
321623003,Olanzapine 10mg oral lyophilisates sugar free,321623003,VMP
321624009,Quetiapine 25mg tablets,321624009,VMP
321625005,Quetiapine 100mg tablets,321625005,VMP
321626006,Quetiapine 200mg tablets,321626006,VMP
321637007,Amisulpride 50mg tablets,321637007,VMP
321638002,Amisulpride 200mg tablets,321638002,VMP
321642004,Zotepine 25mg tablets,321642004,VMP
321643009,Zotepine 50mg tablets,321643009,VMP
321644003,Zotepine 100mg tablets,321644003,VMP
321730000,Lithium carbonate 250mg tablets,321730000,VMP
321741003,Lithium citrate 509mg/5ml oral solution,321741003,VMP
321742005,Lithium citrate 1.018g/5ml oral solution,321742005,VMP
321745007,Amitriptyline 10mg tablets,321745007,VMP
321746008,Amitriptyline 25mg tablets,321746008,VMP
321747004,Amitriptyline 50mg tablets,321747004,VMP
321785001,Clomipramine 10mg capsules,321785001,VMP
321786000,Clomipramine 25mg capsules,321786000,VMP
321787009,Clomipramine 50mg capsules,321787009,VMP
321805008,Dosulepin 25mg capsules,321805008,VMP
321806009,Dosulepin 75mg tablets,321806009,VMP
321811006,Doxepin 10mg capsules,321811006,VMP
321812004,Doxepin 25mg capsules,321812004,VMP
321813009,Doxepin 50mg capsules,321813009,VMP
321814003,Doxepin 75mg capsules,321814003,VMP
321816001,Imipramine 10mg tablets,321816001,VMP
321817005,Imipramine 25mg tablets,321817005,VMP
321841008,Maprotiline 10mg tablets,321841008,VMP
321842001,Maprotiline 25mg tablets,321842001,VMP
321843006,Maprotiline 50mg tablets,321843006,VMP
321844000,Maprotiline 75mg tablets,321844000,VMP
321846003,Mianserin 10mg tablets,321846003,VMP
321847007,Mianserin 20mg tablets,321847007,VMP
321848002,Mianserin 30mg tablets,321848002,VMP
321877001,Trazodone 150mg tablets,321877001,VMP
321880000,Trazodone 100mg capsules,321880000,VMP
321881001,Trazodone 50mg capsules,321881001,VMP
321886006,Trimipramine 50mg capsules,321886006,VMP
321887002,Trimipramine 10mg tablets,321887002,VMP
321888007,Trimipramine 25mg tablets,321888007,VMP
321893005,Amoxapine 50mg tablets,321893005,VMP
321894004,Amoxapine 100mg tablets,321894004,VMP
321902007,Phenelzine 15mg tablets,321902007,VMP
321908006,Isocarboxazid 10mg tablets,321908006,VMP
321913005,Moclobemide 150mg tablets,321913005,VMP
321915003,Moclobemide 300mg tablets,321915003,VMP
321941009,Tryptophan 500mg tablets,321941009,VMP
321945000,Fluvoxamine 50mg tablets,321945000,VMP
321947008,Fluvoxamine 100mg tablets,321947008,VMP
321949006,Fluoxetine 20mg capsules,321949006,VMP
321951005,Fluoxetine 20mg/5ml oral solution,321951005,VMP
321954002,Fluoxetine 60mg capsules,321954002,VMP
321964006,Paroxetine 20mg tablets,321964006,VMP
321966008,Paroxetine 30mg tablets,321966008,VMP
321980001,Nefazodone 100mg tablets,321980001,VMP
321981002,Nefazodone 200mg tablets,321981002,VMP
321987003,Citalopram 20mg tablets,321987003,VMP
321989000,Citalopram 10mg tablets,321989000,VMP
321991008,Citalopram 40mg tablets,321991008,VMP
321994000,Citalopram 40mg/ml oral drops sugar free,321994000,VMP
321998002,Mirtazapine 30mg tablets,321998002,VMP
322061003,Cinnarizine 15mg tablets,322061003,VMP
322064006,Cyclizine 50mg tablets,322064006,VMP
322078007,Domperidone 1mg/ml oral suspension sugar free,322078007,VMP
322079004,Domperidone 30mg suppositories,322079004,VMP
322081002,Hyoscine hydrobromide 300microgram tablets,322081002,VMP
322091008,Metoclopramide 10mg tablets,322091008,VMP
322118004,Metoclopramide 5mg tablets,322118004,VMP
322126007,Nabilone 1mg capsules,322126007,VMP
322142000,Prochlorperazine 5mg effervescent gran sachets sugar free,322142000,VMP
322143005,Prochlorperazine 3mg buccal tablets,322143005,VMP
322144004,Prochlorperazine 5mg tablets,322144004,VMP
322145003,Prochlorperazine 25mg tablets,322145003,VMP
322149009,Prochlorperazine 5mg suppositories,322149009,VMP
322150009,Prochlorperazine 25mg suppositories,322150009,VMP
322157007,Promethazine teoclate 25mg tablets,322157007,VMP
322169004,Cisapride 5mg/5ml oral suspension,322169004,VMP
322173001,Ondansetron 4mg tablets,322173001,VMP
322184008,Ondansetron 16mg suppositories,322184008,VMP
322193009,Granisetron 1mg tablets,322193009,VMP
322199008,Granisetron 2mg tablets,322199008,VMP
322225002,Aspirin 300mg gastro-resistant tablets,322225002,VMP
322232006,Aspirin 300mg suppositories,322232006,VMP
322233001,Aspirin 150mg suppositories,322233001,VMP
322236009,Paracetamol 500mg tablets,322236009,VMP
322238005,Paracetamol 120mg/5ml oral solution paediatric,322238005,VMP
322239002,Paracetamol 250mg/5ml oral suspension,322239002,VMP
322246006,Paracetamol 100mg/ml oral solution sugar free,322246006,VMP
322250004,Paracetamol 500mg suppositories,322250004,VMP
322254008,Paracetamol 240mg suppositories,322254008,VMP
322256005,Paracetamol 120mg suppositories,322256005,VMP
322257001,Paracetamol 250mg suppositories,322257001,VMP
322258006,Paracetamol 60mg suppositories,322258006,VMP
322277008,Paracetamol 120mg/5ml oral suspension paediatric,322277008,VMP
322278003,Paracetamol 125mg suppositories,322278003,VMP
322280009,Paracetamol 500mg capsules,322280009,VMP
322299000,Naproxen sodium 275mg tablets,322299000,VMP
322303005,Nefopam 30mg tablets,322303005,VMP
322307006,Co-codamol 8mg/500mg tablets,322307006,VMP
322311000,Co-dydramol 10mg/500mg tablets,322311000,VMP
322323006,Co-codamol 30mg/500mg effervescent powder sachets sugar free,322323006,VMP
322325004,Co-codamol 60mg/1000mg effervescent pdr sachets sugar free,322325004,VMP
322341003,Co-codamol 30mg/500mg tablets,322341003,VMP
322343000,Co-codamol 8mg/500mg effervescent tablets,322343000,VMP
322344006,Co-codamol 8mg/500mg capsules,322344006,VMP
322365000,Co-codamol 30mg/500mg effervescent tablets,322365000,VMP
322366004,Co-codamol 30mg/500mg capsules,322366004,VMP
322367008,Co-dydramol 20mg/500mg tablets,322367008,VMP
322368003,Co-dydramol 30mg/500mg tablets,322368003,VMP
322379008,Co-codamol 12.8mg/500mg tablets,322379008,VMP
322428003,Morphine sulfate 15mg suppositories,322428003,VMP
322432009,Morphine sulfate 10mg suppositories,322432009,VMP
322433004,Morphine sulfate 20mg suppositories,322433004,VMP
322446009,Morphine hydrochloride 15mg suppositories,322446009,VMP
322447000,Morphine hydrochloride 30mg suppositories,322447000,VMP
322455007,Morphine sulfate 30mg suppositories,322455007,VMP
322492007,Buprenorphine 400microgram sublingual tablets sugar free,322492007,VMP
322496005,Buprenorphine 2mg sublingual tablets sugar free,322496005,VMP
322497001,Buprenorphine 8mg sublingual tablets sugar free,322497001,VMP
322498006,Buprenorphine 200microgram sublingual tablets sugar free,322498006,VMP
322502004,Codeine 15mg tablets,322502004,VMP
322503009,Codeine 30mg tablets,322503009,VMP
322504003,Codeine 60mg tablets,322504003,VMP
322514007,Dextromoramide 5mg tablets,322514007,VMP
322515008,Dextromoramide 10mg tablets,322515008,VMP
322519002,Dextropropoxyphene 60mg capsules,322519002,VMP
322522000,Diamorphine 10mg tablets,322522000,VMP
322524004,Diamorphine 10mg powder for solution for injection ampoules,322524004,VMP
322525003,Diamorphine 30mg powder for solution for injection ampoules,322525003,VMP
322526002,Diamorphine 100mg powder for solution for injection ampoules,322526002,VMP
322527006,Diamorphine 500mg powder for solution for injection ampoules,322527006,VMP
322591003,Methadone 5mg tablets,322591003,VMP
322600003,Pentazocine 50mg capsules,322600003,VMP
322601004,Pentazocine 25mg tablets,322601004,VMP
322604007,Pentazocine 50mg suppositories,322604007,VMP
322623000,Tramadol 50mg capsules,322623000,VMP
322645004,Tramadol 50mg effervescent powder sachets sugar free,322645004,VMP
322646003,Tramadol 100mg effervescent powder sachets sugar free,322646003,VMP
322665006,Hydromorphone 1.3mg capsules,322665006,VMP
322667003,Hydromorphone 2.6mg capsules,322667003,VMP
322691007,Oxycodone 5mg capsules,322691007,VMP
322692000,Oxycodone 10mg capsules,322692000,VMP
322693005,Oxycodone 20mg capsules,322693005,VMP
322708003,Morphine 10mg tablets,322708003,VMP
322709006,Morphine 20mg tablets,322709006,VMP
322728004,Morphine 50mg tablets,322728004,VMP
322780008,Paracetamol 500mg / Domperidone 10mg tablets,322780008,VMP
322784004,Aspirin 900mg / Metoclopramide 10mg oral pdr sach sugar free,322784004,VMP
322788001,Paracetamol 500mg / Metoclopramide 5mg efferv pdr sach SF,322788001,VMP
322793003,Ergotamine 1mg / Caffeine 100mg tablets,322793003,VMP
322794009,Ergotamine tartrate 2mg / Caffeine 100mg suppositories,322794009,VMP
322804009,Paracetamol 325mg / Isometheptene 65mg capsules,322804009,VMP
322809004,Sumatriptan 100mg tablets,322809004,VMP
322815004,Sumatriptan 50mg tablets,322815004,VMP
322820004,Tolfenamic acid 200mg tablets,322820004,VMP
322825009,Zolmitriptan 2.5mg tablets,322825009,VMP
322827001,Naratriptan 2.5mg tablets,322827001,VMP
322829003,Rizatriptan 5mg tablets,322829003,VMP
322830008,Rizatriptan 10mg tablets,322830008,VMP
322840006,Clonidine 25microgram tablets,322840006,VMP
322844002,Methysergide 1mg tablets,322844002,VMP
322849007,Pizotifen 500microgram tablets,322849007,VMP
322850007,Pizotifen 1.5mg tablets,322850007,VMP
322863001,Carbamazepine 100mg tablets,322863001,VMP
322864007,Carbamazepine 200mg tablets,322864007,VMP
322865008,Carbamazepine 400mg tablets,322865008,VMP
322887004,Carbamazepine 125mg suppositories,322887004,VMP
322888009,Carbamazepine 250mg suppositories,322888009,VMP
322889001,Carbamazepine 200mg chewable tablets sugar free,322889001,VMP
322890005,Carbamazepine 100mg chewable tablets sugar free,322890005,VMP
322891009,Carbamazepine 100mg/5ml oral suspension sugar free,322891009,VMP
322897008,Clonazepam 500microgram tablets,322897008,VMP
322898003,Clonazepam 2mg tablets,322898003,VMP
322906007,Ethosuximide 250mg capsules,322906007,VMP
322908008,Ethosuximide 250mg/5ml oral solution,322908008,VMP
322915000,Phenobarbital 15mg tablets,322915000,VMP
322916004,Phenobarbital 30mg tablets,322916004,VMP
322917008,Phenobarbital 60mg tablets,322917008,VMP
322927002,Phenobarbital 15mg/5ml elixir,322927002,VMP
322930009,Phenytoin 50mg chewable tablets,322930009,VMP
322931008,Phenytoin 30mg/5ml oral suspension,322931008,VMP
322933006,Phenytoin sodium 50mg tablets,322933006,VMP
322934000,Phenytoin sodium 100mg tablets,322934000,VMP
322942004,Phenytoin sodium 300mg capsules,322942004,VMP
322943009,Phenytoin sodium 25mg capsules,322943009,VMP
322944003,Phenytoin sodium 50mg capsules,322944003,VMP
322948000,Primidone 250mg tablets,322948000,VMP
322956002,Sodium valproate 200mg gastro-resistant tablets,322956002,VMP
322957006,Sodium valproate 500mg gastro-resistant tablets,322957006,VMP
322977004,Vigabatrin 500mg tablets,322977004,VMP
322979001,Vigabatrin 500mg oral powder sachets sugar free,322979001,VMP
322981004,Lamotrigine 50mg tablets,322981004,VMP
322982006,Lamotrigine 100mg tablets,322982006,VMP
322985008,Lamotrigine 25mg tablets,322985008,VMP
322991005,Lamotrigine 25mg dispersible tablets sugar free,322991005,VMP
322992003,Lamotrigine 100mg dispersible tablets sugar free,322992003,VMP
322994002,Lamotrigine 200mg tablets,322994002,VMP
323002000,Piracetam 800mg tablets,323002000,VMP
323003005,Piracetam 1.2g tablets,323003005,VMP
323004004,Piracetam 333.3mg/ml oral solution sugar free,323004004,VMP
323008001,Valproic acid 150mg gastro-resistant capsules,323008001,VMP
323009009,Valproic acid 300mg gastro-resistant capsules,323009009,VMP
323010004,Valproic acid 500mg gastro-resistant capsules,323010004,VMP
323013002,Gabapentin 100mg capsules,323013002,VMP
323014008,Gabapentin 300mg capsules,323014008,VMP
323015009,Gabapentin 400mg capsules,323015009,VMP
323021008,Gabapentin 600mg tablets,323021008,VMP
323022001,Gabapentin 800mg tablets,323022001,VMP
323023006,Topiramate 50mg tablets,323023006,VMP
323024000,Topiramate 100mg tablets,323024000,VMP
323025004,Topiramate 200mg tablets,323025004,VMP
323029005,Topiramate 25mg tablets,323029005,VMP
323046008,Oxcarbazepine 150mg tablets,323046008,VMP
323047004,Oxcarbazepine 300mg tablets,323047004,VMP
323048009,Oxcarbazepine 600mg tablets,323048009,VMP
323053004,Levetiracetam 1g tablets,323053004,VMP
323054005,Levetiracetam 500mg tablets,323054005,VMP
323055006,Levetiracetam 250mg tablets,323055006,VMP
323069006,Diazepam 2.5mg/1.25ml rectal solution tube,323069006,VMP
323074003,Diazepam 10mg/2.5ml rectal solution tube,323074003,VMP
323095008,Levodopa 500mg tablets,323095008,VMP
323107008,Co-beneldopa 12.5mg/50mg capsules,323107008,VMP
323108003,Co-beneldopa 25mg/100mg capsules,323108003,VMP
323109006,Co-beneldopa 50mg/200mg capsules,323109006,VMP
323133000,Amantadine 100mg capsules,323133000,VMP
323155008,Selegiline 1.25mg oral lyophilisates sugar free,323155008,VMP
323157000,Selegiline 10mg tablets,323157000,VMP
323158005,Selegiline 5mg tablets,323158005,VMP
323183005,Ropinirole 250microgram tablets,323183005,VMP
323184004,Ropinirole 1mg tablets,323184004,VMP
323185003,Ropinirole 2mg tablets,323185003,VMP
323186002,Ropinirole 5mg tablets,323186002,VMP
323192008,Cabergoline 1mg tablets,323192008,VMP
323193003,Cabergoline 2mg tablets,323193003,VMP
323194009,Cabergoline 4mg tablets,323194009,VMP
323202009,Entacapone 200mg tablets,323202009,VMP
323208008,Pramipexole 88microgram tablets,323208008,VMP
323209000,Pramipexole 180microgram tablets,323209000,VMP
323210005,Pramipexole 700microgram tablets,323210005,VMP
323223003,Trihexyphenidyl 2mg tablets,323223003,VMP
323224009,Trihexyphenidyl 5mg tablets,323224009,VMP
323233006,Orphenadrine 25mg/5ml oral solution sugar free,323233006,VMP
323239005,Benzatropine 2mg tablets,323239005,VMP
323243009,Biperiden 2mg tablets,323243009,VMP
323256002,Procyclidine 5mg tablets,323256002,VMP
323264008,Tetrabenazine 25mg tablets,323264008,VMP
323266005,Botulinum toxin type A 500unit inj vials,323266005,VMP
323273000,Nimodipine 30mg tablets,323273000,VMP
323278009,Disulfiram 200mg tablets,323278009,VMP
323281004,Naltrexone 50mg tablets,323281004,VMP
323319009,Nicotine 500micrograms/dose nasal spray,323319009,VMP
323340005,Lofexidine 200microgram tablets,323340005,VMP
323342002,Acamprosate 333mg gastro-resistant tablets,323342002,VMP
323351005,L-Methionine 250mg tablets,323351005,VMP
323353008,Methylphenidate 10mg tablets,323353008,VMP
323358004,Methylphenidate 5mg tablets,323358004,VMP
323359007,Methylphenidate 20mg tablets,323359007,VMP
323361003,Riluzole 50mg tablets,323361003,VMP
323364006,Donepezil 5mg tablets,323364006,VMP
323365007,Donepezil 10mg tablets,323365007,VMP
323369001,Rivastigmine 1.5mg capsules,323369001,VMP
323370000,Rivastigmine 3mg capsules,323370000,VMP
323371001,Rivastigmine 4.5mg capsules,323371001,VMP
323372008,Rivastigmine 6mg capsules,323372008,VMP
323381002,Galantamine 4mg tablets,323381002,VMP
323382009,Galantamine 8mg tablets,323382009,VMP
323383004,Galantamine 12mg tablets,323383004,VMP
323385006,Modafinil 100mg tablets,323385006,VMP
324426003,,324426003,VMP
324455006,Capreomycin 1g powder for solution for injection vials,324455006,VMP
324457003,Cycloserine 250mg capsules,324457003,VMP
324466004,Ethambutol 100mg tablets,324466004,VMP
324467008,Ethambutol 400mg tablets,324467008,VMP
324471006,Isoniazid 50mg tablets,324471006,VMP
324472004,Isoniazid 100mg tablets,324472004,VMP
324477005,Pyrazinamide 500mg tablets,324477005,VMP
324479008,Rifampicin 150mg capsules,324479008,VMP
324480006,Rifampicin 300mg capsules,324480006,VMP
324500006,Rifampicin 150mg / Isoniazid 100mg tablets,324500006,VMP
324501005,Rifampicin 300mg / Isoniazid 150mg tablets,324501005,VMP
324503008,Streptomycin 1g powder for solution for injection vials,324503008,VMP
324504002,Rifabutin 150mg capsules,324504002,VMP
324506000,Dapsone 50mg tablets,324506000,VMP
324507009,Dapsone 100mg tablets,324507009,VMP
324509007,Clofazimine 100mg capsules,324509007,VMP
324658002,Amphotericin B 50mg powder for solution for infusion vials,324658002,VMP
324662008,,324662008,VMP
324665005,Griseofulvin 125mg tablets,324665005,VMP
324666006,Griseofulvin 500mg tablets,324666006,VMP
324676009,Ketoconazole 200mg tablets,324676009,VMP
324682007,Miconazole 20mg/g oromucosal gel sugar free,324682007,VMP
324697005,Fluconazole 50mg capsules,324697005,VMP
324698000,Fluconazole 150mg capsules,324698000,VMP
324702001,Fluconazole 200mg capsules,324702001,VMP
324709005,Fluconazole 50mg/5ml oral suspension,324709005,VMP
324710000,Fluconazole 200mg/5ml oral suspension,324710000,VMP
324712008,Itraconazole 100mg capsules,324712008,VMP
324718007,Terbinafine 250mg tablets,324718007,VMP
324726004,Aciclovir 200mg tablets,324726004,VMP
324728003,Aciclovir 250mg powder for solution for infusion vials,324728003,VMP
324729006,Aciclovir 400mg tablets,324729006,VMP
324735006,Aciclovir 500mg powder for solution for infusion vials,324735006,VMP
324744007,Aciclovir 800mg tablets,324744007,VMP
324759001,Inosine acedoben dimepranol 500mg tablets,324759001,VMP
324765001,Zidovudine 100mg capsules,324765001,VMP
324767009,Zidovudine 250mg capsules,324767009,VMP
324779009,Ribavirin 200mg capsules,324779009,VMP
324781006,Ganciclovir 500mg powder for solution for infusion vials,324781006,VMP
324783009,Ganciclovir 250mg capsules,324783009,VMP
324786001,Ganciclovir 500mg capsules,324786001,VMP
324792007,Famciclovir 250mg tablets,324792007,VMP
324793002,Famciclovir 125mg tablets,324793002,VMP
324795009,Famciclovir 750mg tablets,324795009,VMP
324797001,Famciclovir 500mg tablets,324797001,VMP
324811007,Didanosine 400mg gastro-resistant capsules,324811007,VMP
324812000,Didanosine 250mg gastro-resistant capsules,324812000,VMP
324813005,Didanosine 200mg gastro-resistant capsules,324813005,VMP
